"Year","(Rs. mn)","","","",""
"","Estimated 
Revenue +","Grants","Estimated 
Revenue","10% of 
Estimated","Revolving 
Credit"
"","Grants","","(Excluding 
Grants)","Revenue","Difference"
"","","","","",""
"2019 
2020
2020 (a)
2021","2,390,606
2,390,606
1,555,200
1,994,400","10,000
10,000
8,000
10,000","2,380,606
2,380,606
1,547,200
1,984,400","",""
"","","","","238,061","13,061"
"","","","","",""
"","","","","",""
"","","","","238,061","-"
"","","","","154,720
198,440","-83,341
43,720"
"(a) Revised after the Government’s estimated revenue for 2020 was finalised","","","","",""
