"1,500,766
1,732,440
1,858,927
462,766","","","","","","","",""
"","","","","","","","",""
"","1,933,533
2,134,796","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","432,944","","","","",""
"","","","","","","","",""
"","","","510,834
526,989","","","","",""
"","","","","","","","",""
"","","","567,284","","","","",""
"","","","500,491","","","","",""
"","","","531,903","","","","",""
"","","","535,119","","","","",""
"","","","483,205","","","","",""
"","","","","","","","",""
"","","","330,996","","","","",""
"","","","561,826","","","","",""
"","","","482,899
189,075","","","","",""
"","","","175,359","","","","",""
"","","","202,850","","","","",""
"","","","139,510
169,567
191,414","","","","",""
"","","","","","","","",""
"","","","175,732","","","","",""
"","","","183,755","","","","",""
"","","","172,415","","","","",""
"","","","177,329","","","","",""
"","","","176,546
181,244
182,290","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","179,478
121,438
54,510
110,218
166,268
201,650","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","175,137","","","","",""
"","","","185,039
157,561
144,810
180,528","","","","",""
"","","","","","","","",""
"","","","","","","","",""
