"","","","MAJOR ECONOMIC POLICY MEASURES : 2021"
"Date","Item","","Revision"
"","","","SCL of Rs. 300 per kg was imposed for a period of"
"","","","three  months  (Extraordinary  Gazette  Notification"
"","","","No. 2225/8)."
"","","","The balance amount after collecting Rs. 1 per kg from"
"","","","the applicable SCL of Rs. 300 per kg on importation"
"","Desiccated Coconuts","","of Desiccated Coconuts by the Government owned"
"","","","B.C.C. Lanka Limited up to a total of 13,000 MTs per"
"27.04.2021","","",""
"","","","month on the recommendation of the Secretary of"
"","","","the Ministry of Industries was waived off for a period"
"","","","of three months (Extraordinary Gazette Notification"
"","","","No. 2225/8)."
"","","","SCL was increased to Rs. 50 per kg from Rs. 15"
"","Potatoes","","per  kg  for  a  period  of  six  months  (Extraordinary"
"","","","Gazette Notification No. 2225/13)."
"","Yoghurt, 
Red  Onions,  Garlic,","Peas",""
